Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
45.00;5.47;2026-03-28T09:29:42.5678463+01:00;44.50;-0.07;-12.75;24.2;1.835;-0.278;40.521;-22.001;7.160;-16.791;92.435;-42.164;101.600;"2026-03-28T09:29:42.554+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.554+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.554+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.554+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.554+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.554+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.554+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.554+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.554+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.554+01:00|W10|0.9|0.60|0.35|0.60|0.63;2026-03-28T09:29:42.554+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.554+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
46.00;5.45;2026-03-28T09:29:42.6021038+01:00;45.37;-0.08;-13.16;23.7;1.515;-0.643;40.445;-21.873;6.956;-16.526;92.378;-42.621;101.740;"2026-03-28T09:29:42.554+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.554+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.554+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.554+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.554+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.554+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.554+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.554+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.554+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.554+01:00|W10|0.9|0.60|0.35|0.60|0.63;2026-03-28T09:29:42.554+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.554+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
47.00;5.44;2026-03-28T09:29:42.6363579+01:00;46.25;-0.09;-13.56;23.1;1.194;-1.022;40.369;-21.987;6.751;-16.256;92.354;-43.105;101.923;"2026-03-28T09:29:42.554+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.554+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.554+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.554+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.554+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.554+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.554+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.554+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.554+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.554+01:00|W10|0.9|0.60|0.35|0.60|0.63;2026-03-28T09:29:42.554+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.554+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
48.00;5.43;2026-03-28T09:29:42.6705748+01:00;47.13;-0.10;-13.97;22.5;0.874;-1.401;40.293;-22.101;6.547;-15.987;92.330;-43.588;102.107;"2026-03-28T09:29:42.554+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.554+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.554+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.554+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.554+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.554+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.554+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.554+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.554+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.554+01:00|W10|0.9|0.60|0.35|0.60|0.63;2026-03-28T09:29:42.554+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.554+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
49.00;5.40;2026-03-28T09:29:42.7043889+01:00;48.00;-0.11;-14.38;22.4;0.855;-1.982;40.128;-23.109;6.329;-15.888;92.397;-44.325;102.484;"2026-03-28T09:29:42.801+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.801+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.801+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.801+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.801+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.801+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.801+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.801+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.801+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.801+01:00|W10|0.9|0.58|0.38|0.58|0.59;2026-03-28T09:29:42.801+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.801+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
50.00;5.36;2026-03-28T09:29:42.7380501+01:00;48.87;-0.12;-14.80;22.4;0.865;-2.585;39.956;-23.455;6.111;-15.870;92.451;-44.990;102.823;"2026-03-28T09:29:42.801+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.801+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.801+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.801+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.801+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.801+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.801+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.801+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.801+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.801+01:00|W10|0.9|0.58|0.38|0.58|0.59;2026-03-28T09:29:42.801+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.801+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
51.00;5.32;2026-03-28T09:29:42.7715614+01:00;49.73;-0.13;-15.23;22.5;0.875;-3.189;39.784;-22.811;5.893;-15.939;92.478;-45.528;103.083;"2026-03-28T09:29:42.801+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.801+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.801+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.801+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.801+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.801+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.801+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.801+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.801+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.801+01:00|W10|0.9|0.58|0.38|0.58|0.59;2026-03-28T09:29:42.801+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.801+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
52.00;5.26;2026-03-28T09:29:42.8050374+01:00;50.59;-0.14;-15.67;22.5;0.886;-3.550;39.613;-22.894;5.675;-16.025;92.459;-46.032;103.290;"2026-03-28T09:29:42.801+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.801+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.801+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.801+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.801+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.801+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.801+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.801+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.801+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.801+01:00|W10|0.9|0.58|0.38|0.58|0.59;2026-03-28T09:29:42.801+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.801+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
53.00;5.20;2026-03-28T09:29:42.8385759+01:00;51.45;-0.15;-16.11;22.6;0.896;-3.896;39.441;-23.026;5.457;-16.113;92.438;-46.535;103.496;"2026-03-28T09:29:42.801+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.801+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.801+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.801+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.801+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.801+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.801+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.801+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.801+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.801+01:00|W10|0.9|0.58|0.38|0.58|0.59;2026-03-28T09:29:42.801+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.801+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
54.00;5.15;2026-03-28T09:29:42.8721953+01:00;52.31;-0.16;-16.55;22.7;0.906;-4.242;39.268;-23.157;5.239;-16.201;92.416;-47.038;103.704;"2026-03-28T09:29:42.801+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.801+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.801+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.801+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.801+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.801+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.801+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.801+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.801+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.801+01:00|W10|0.9|0.58|0.38|0.58|0.59;2026-03-28T09:29:42.801+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.801+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
55.00;5.10;2026-03-28T09:29:42.9062642+01:00;53.19;-0.18;-17.01;22.6;0.917;-4.323;39.094;-21.527;5.017;-16.081;92.370;-47.490;103.871;"2026-03-28T09:29:42.801+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.801+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.801+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.801+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.801+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.801+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.801+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.801+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.801+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.801+01:00|W10|0.9|0.58|0.38|0.58|0.59;2026-03-28T09:29:42.801+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.801+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
56.00;5.05;2026-03-28T09:29:42.9403408+01:00;54.07;-0.19;-17.47;22.4;0.928;-4.336;38.919;-21.480;4.796;-15.906;92.336;-47.927;104.045;"2026-03-28T09:29:43.054+01:00|W1|1.9|1.74|0.10|1.74|0.74;2026-03-28T09:29:43.054+01:00|W2|1.6|1.43|0.21|1.43|0.43;2026-03-28T09:29:43.054+01:00|W3|1.7|1.59|0.00|1.59|0.58;2026-03-28T09:29:43.054+01:00|W4|1.3|0.86|0.06|0.86|0.92;2026-03-28T09:29:43.054+01:00|W5|1.1|0.84|0.03|0.84|0.58;2026-03-28T09:29:43.054+01:00|W6|1.5|1.13|0.23|1.13|1.00;2026-03-28T09:29:43.054+01:00|W7|1.6|1.20|0.17|1.20|1.04;2026-03-28T09:29:43.054+01:00|W8|1.4|0.40|0.08|0.40|1.32;2026-03-28T09:29:43.054+01:00|W9|0.8|0.45|0.12|0.45|0.59;2026-03-28T09:29:43.054+01:00|W10|0.9|0.51|0.34|0.51|0.66;2026-03-28T09:29:43.054+01:00|W11|0.9|0.46|0.07|0.46|0.75;2026-03-28T09:29:43.054+01:00|W12|1.4|-0.43|0.09|-0.43|1.35"
57.00;4.99;2026-03-28T09:29:42.9744022+01:00;54.94;-0.21;-17.94;22.2;0.938;-4.287;38.745;-23.106;4.574;-15.686;92.314;-48.352;104.227;"2026-03-28T09:29:43.054+01:00|W1|1.9|1.74|0.10|1.74|0.74;2026-03-28T09:29:43.054+01:00|W2|1.6|1.43|0.21|1.43|0.43;2026-03-28T09:29:43.054+01:00|W3|1.7|1.59|0.00|1.59|0.58;2026-03-28T09:29:43.054+01:00|W4|1.3|0.86|0.06|0.86|0.92;2026-03-28T09:29:43.054+01:00|W5|1.1|0.84|0.03|0.84|0.58;2026-03-28T09:29:43.054+01:00|W6|1.5|1.13|0.23|1.13|1.00;2026-03-28T09:29:43.054+01:00|W7|1.6|1.20|0.17|1.20|1.04;2026-03-28T09:29:43.054+01:00|W8|1.4|0.40|0.08|0.40|1.32;2026-03-28T09:29:43.054+01:00|W9|0.8|0.45|0.12|0.45|0.59;2026-03-28T09:29:43.054+01:00|W10|0.9|0.51|0.34|0.51|0.66;2026-03-28T09:29:43.054+01:00|W11|0.9|0.46|0.07|0.46|0.75;2026-03-28T09:29:43.054+01:00|W12|1.4|-0.43|0.09|-0.43|1.35"
58.00;4.94;2026-03-28T09:29:43.0083647+01:00;55.81;-0.23;-18.40;22.0;0.949;-4.008;38.571;-22.412;4.354;-15.500;92.304;-48.763;104.410;"2026-03-28T09:29:43.054+01:00|W1|1.9|1.74|0.10|1.74|0.74;2026-03-28T09:29:43.054+01:00|W2|1.6|1.43|0.21|1.43|0.43;2026-03-28T09:29:43.054+01:00|W3|1.7|1.59|0.00|1.59|0.58;2026-03-28T09:29:43.054+01:00|W4|1.3|0.86|0.06|0.86|0.92;2026-03-28T09:29:43.054+01:00|W5|1.1|0.84|0.03|0.84|0.58;2026-03-28T09:29:43.054+01:00|W6|1.5|1.13|0.23|1.13|1.00;2026-03-28T09:29:43.054+01:00|W7|1.6|1.20|0.17|1.20|1.04;2026-03-28T09:29:43.054+01:00|W8|1.4|0.40|0.08|0.40|1.32;2026-03-28T09:29:43.054+01:00|W9|0.8|0.45|0.12|0.45|0.59;2026-03-28T09:29:43.054+01:00|W10|0.9|0.51|0.34|0.51|0.66;2026-03-28T09:29:43.054+01:00|W11|0.9|0.46|0.07|0.46|0.75;2026-03-28T09:29:43.054+01:00|W12|1.4|-0.43|0.09|-0.43|1.35"
59.00;4.89;2026-03-28T09:29:43.0423080+01:00;56.68;-0.24;-18.87;21.8;0.959;-3.728;38.397;-21.717;4.133;-15.315;92.294;-49.173;104.594;"2026-03-28T09:29:43.054+01:00|W1|1.9|1.74|0.10|1.74|0.74;2026-03-28T09:29:43.054+01:00|W2|1.6|1.43|0.21|1.43|0.43;2026-03-28T09:29:43.054+01:00|W3|1.7|1.59|0.00|1.59|0.58;2026-03-28T09:29:43.054+01:00|W4|1.3|0.86|0.06|0.86|0.92;2026-03-28T09:29:43.054+01:00|W5|1.1|0.84|0.03|0.84|0.58;2026-03-28T09:29:43.054+01:00|W6|1.5|1.13|0.23|1.13|1.00;2026-03-28T09:29:43.054+01:00|W7|1.6|1.20|0.17|1.20|1.04;2026-03-28T09:29:43.054+01:00|W8|1.4|0.40|0.08|0.40|1.32;2026-03-28T09:29:43.054+01:00|W9|0.8|0.45|0.12|0.45|0.59;2026-03-28T09:29:43.054+01:00|W10|0.9|0.51|0.34|0.51|0.66;2026-03-28T09:29:43.054+01:00|W11|0.9|0.46|0.07|0.46|0.75;2026-03-28T09:29:43.054+01:00|W12|1.4|-0.43|0.09|-0.43|1.35"
60.00;4.84;2026-03-28T09:29:43.0762161+01:00;57.55;-0.26;-19.34;21.6;0.970;-3.454;38.223;-21.016;3.913;-15.120;92.282;-49.583;104.776;"2026-03-28T09:29:43.054+01:00|W1|1.9|1.74|0.10|1.74|0.74;2026-03-28T09:29:43.054+01:00|W2|1.6|1.43|0.21|1.43|0.43;2026-03-28T09:29:43.054+01:00|W3|1.7|1.59|0.00|1.59|0.58;2026-03-28T09:29:43.054+01:00|W4|1.3|0.86|0.06|0.86|0.92;2026-03-28T09:29:43.054+01:00|W5|1.1|0.84|0.03|0.84|0.58;2026-03-28T09:29:43.054+01:00|W6|1.5|1.13|0.23|1.13|1.00;2026-03-28T09:29:43.054+01:00|W7|1.6|1.20|0.17|1.20|1.04;2026-03-28T09:29:43.054+01:00|W8|1.4|0.40|0.08|0.40|1.32;2026-03-28T09:29:43.054+01:00|W9|0.8|0.45|0.12|0.45|0.59;2026-03-28T09:29:43.054+01:00|W10|0.9|0.51|0.34|0.51|0.66;2026-03-28T09:29:43.054+01:00|W11|0.9|0.46|0.07|0.46|0.75;2026-03-28T09:29:43.054+01:00|W12|1.4|-0.43|0.09|-0.43|1.35"
61.00;4.79;2026-03-28T09:29:43.1098903+01:00;58.42;-0.28;-19.82;21.3;0.980;-3.243;38.050;-20.220;3.694;-14.818;92.236;-49.978;104.928;"2026-03-28T09:29:43.054+01:00|W1|1.9|1.74|0.10|1.74|0.74;2026-03-28T09:29:43.054+01:00|W2|1.6|1.43|0.21|1.43|0.43;2026-03-28T09:29:43.054+01:00|W3|1.7|1.59|0.00|1.59|0.58;2026-03-28T09:29:43.054+01:00|W4|1.3|0.86|0.06|0.86|0.92;2026-03-28T09:29:43.054+01:00|W5|1.1|0.84|0.03|0.84|0.58;2026-03-28T09:29:43.054+01:00|W6|1.5|1.13|0.23|1.13|1.00;2026-03-28T09:29:43.054+01:00|W7|1.6|1.20|0.17|1.20|1.04;2026-03-28T09:29:43.054+01:00|W8|1.4|0.40|0.08|0.40|1.32;2026-03-28T09:29:43.054+01:00|W9|0.8|0.45|0.12|0.45|0.59;2026-03-28T09:29:43.054+01:00|W10|0.9|0.51|0.34|0.51|0.66;2026-03-28T09:29:43.054+01:00|W11|0.9|0.46|0.07|0.46|0.75;2026-03-28T09:29:43.054+01:00|W12|1.4|-0.43|0.09|-0.43|1.35"
62.00;4.78;2026-03-28T09:29:43.1444723+01:00;59.29;-0.31;-20.27;19.6;0.991;-3.047;37.873;-20.315;3.469;-14.475;92.194;-50.440;105.117;"2026-03-28T09:29:43.054+01:00|W1|1.9|1.74|0.10|1.74|0.74;2026-03-28T09:29:43.054+01:00|W2|1.6|1.43|0.21|1.43|0.43;2026-03-28T09:29:43.054+01:00|W3|1.7|1.59|0.00|1.59|0.58;2026-03-28T09:29:43.054+01:00|W4|1.3|0.86|0.06|0.86|0.92;2026-03-28T09:29:43.054+01:00|W5|1.1|0.84|0.03|0.84|0.58;2026-03-28T09:29:43.054+01:00|W6|1.5|1.13|0.23|1.13|1.00;2026-03-28T09:29:43.054+01:00|W7|1.6|1.20|0.17|1.20|1.04;2026-03-28T09:29:43.054+01:00|W8|1.4|0.40|0.08|0.40|1.32;2026-03-28T09:29:43.054+01:00|W9|0.8|0.45|0.12|0.45|0.59;2026-03-28T09:29:43.054+01:00|W10|0.9|0.51|0.34|0.51|0.66;2026-03-28T09:29:43.054+01:00|W11|0.9|0.46|0.07|0.46|0.75;2026-03-28T09:29:43.054+01:00|W12|1.4|-0.43|0.09|-0.43|1.35"
